Orthogroup	Species	protein	Orthologs
OG0000438	protein_2	WP_012677869.1	WP_043039022.1
OG0000439	protein_2	WP_012677890.1	WP_126437219.1
OG0000439	protein_3	WP_012677890.1	WP_012677890.1
OG0000440	protein_3	WP_012677904.1	WP_012677904.1
OG0000440	protein_2	WP_012677904.1	WP_206158657.1
OG0000441	protein_3	WP_012677911.1	WP_012677911.1
OG0000441	protein_2	WP_012677911.1	WP_012677911.1
OG0000442	protein_3	WP_012677933.1	WP_154804390.1
OG0000442	protein_2	WP_012677933.1	WP_206158642.1
OG0000443	protein_3	WP_012677940.1	WP_012677940.1
OG0000443	protein_2	WP_012677940.1	WP_206158641.1
OG0000444	protein_3	WP_012677966.1	WP_012679584.1
OG0000444	protein_2	WP_012677966.1	WP_206158633.1
OG0000445	protein_3	WP_012677971.1	WP_154803848.1
OG0000445	protein_2	WP_012677971.1	WP_043038967.1
OG0000446	protein_3	WP_012677986.1	WP_154803858.1
OG0000446	protein_2	WP_012677986.1	WP_206158622.1
OG0000447	protein_2	WP_012677989.1	WP_206158621.1
OG0000447	protein_3	WP_012677989.1	WP_154803859.1
OG0000448	protein_2	WP_012677994.1	WP_206158618.1
OG0000448	protein_3	WP_012677994.1	WP_012677994.1
OG0000449	protein_2	WP_012678001.1	WP_111678071.1
OG0000449	protein_3	WP_012678001.1	WP_012515568.1
OG0000450	protein_2	WP_012678006.1	WP_012678006.1
OG0000450	protein_3	WP_012678006.1	WP_012678006.1
OG0000451	protein_3	WP_012678018.1	WP_012678018.1
OG0000451	protein_2	WP_012678018.1	WP_012678018.1
OG0000452	protein_2	WP_012678021.1	WP_043025772.1
OG0000452	protein_3	WP_012678021.1	WP_154804393.1
OG0000453	protein_2	WP_012678025.1	WP_012678025.1
OG0000453	protein_3	WP_012678025.1	WP_012515537.1
OG0000454	protein_2	WP_012678026.1	WP_012678026.1
OG0000454	protein_3	WP_012678026.1	WP_012678026.1
OG0000455	protein_3	WP_012678034.1	WP_012678034.1
OG0000455	protein_2	WP_012678034.1	WP_012515527.1
OG0000456	protein_2	WP_012678041.1	WP_206159054.1
OG0000456	protein_3	WP_012678041.1	WP_042670568.1
OG0000457	protein_2	WP_012678044.1	WP_037578432.1
OG0000457	protein_3	WP_012678044.1	WP_012678044.1
OG0000458	protein_2	WP_012678047.1	WP_206159051.1
OG0000458	protein_3	WP_012678047.1	WP_154803884.1
OG0000459	protein_3	WP_012678063.1	WP_012678063.1
OG0000459	protein_2	WP_012678063.1	WP_012678063.1
OG0000460	protein_2	WP_012678065.1	WP_115250875.1
OG0000460	protein_3	WP_012678065.1	WP_012678065.1
OG0000461	protein_2	WP_012678074.1	WP_012678074.1
OG0000461	protein_3	WP_012678074.1	WP_012678074.1
OG0000462	protein_2	WP_012678079.1	WP_012678079.1
OG0000462	protein_3	WP_012678079.1	WP_012679421.1
OG0000463	protein_3	WP_012678105.1	WP_012678105.1
OG0000463	protein_2	WP_012678105.1	WP_021320646.1
OG0000464	protein_2	WP_012678107.1	WP_012678107.1
OG0000464	protein_3	WP_012678107.1	WP_012678107.1
OG0000465	protein_2	WP_012678109.1	WP_206159003.1
OG0000465	protein_3	WP_012678109.1	WP_012678109.1
OG0000466	protein_3	WP_012678112.1	WP_043030688.1
OG0000466	protein_2	WP_012678112.1	WP_037578685.1
OG0000467	protein_2	WP_012678127.1	WP_249093367.1
OG0000467	protein_3	WP_012678127.1	WP_012515407.1
OG0000468	protein_2	WP_012678167.1	WP_012678167.1
OG0000468	protein_3	WP_012678167.1	WP_012678167.1
OG0000469	protein_2	WP_012678173.1	WP_021320595.1
OG0000469	protein_3	WP_012678173.1	WP_154803962.1
OG0000470	protein_3	WP_012678186.1	WP_154803969.1
OG0000470	protein_2	WP_012678186.1	WP_021320585.1
OG0000471	protein_3	WP_012678248.1	WP_154804022.1
OG0000471	protein_2	WP_012678248.1	WP_206156337.1
OG0000472	protein_2	WP_012678252.1	WP_206156339.1
OG0000472	protein_3	WP_012678252.1	WP_138118992.1
OG0000473	protein_2	WP_012678253.1	WP_012678253.1
OG0000473	protein_3	WP_012678253.1	WP_154804023.1
OG0000474	protein_2	WP_012678278.1	WP_012515275.1
OG0000474	protein_3	WP_012678278.1	WP_012678278.1
OG0000475	protein_2	WP_012678283.1	WP_021320515.1
OG0000475	protein_3	WP_012678283.1	WP_021320515.1
OG0000476	protein_3	WP_012678303.1	WP_012678303.1
OG0000476	protein_2	WP_012678303.1	WP_012678303.1
OG0000477	protein_3	WP_012678305.1	WP_012678305.1
OG0000477	protein_2	WP_012678305.1	WP_206156359.1
OG0000478	protein_3	WP_012678362.1	WP_012678362.1
OG0000478	protein_2	WP_012678362.1	WP_012678362.1
OG0000479	protein_3	WP_012678369.1	WP_012678369.1
OG0000479	protein_2	WP_012678369.1	WP_012515172.1
OG0000480	protein_3	WP_012678394.1	WP_012678394.1
OG0000480	protein_2	WP_012678394.1	WP_012678394.1
OG0000481	protein_3	WP_012678425.1	WP_043040157.1
OG0000481	protein_2	WP_012678425.1	WP_042670148.1
OG0000482	protein_3	WP_012678427.1	WP_115250646.1
OG0000482	protein_2	WP_012678427.1	WP_115250646.1
OG0000483	protein_3	WP_012678429.1	WP_111677796.1
OG0000483	protein_2	WP_012678429.1	WP_012678429.1
OG0000484	protein_3	WP_012678454.1	WP_111677780.1
OG0000484	protein_2	WP_012678454.1	WP_126436367.1
OG0000485	protein_3	WP_012678455.1	WP_012678455.1
OG0000485	protein_2	WP_012678455.1	WP_206156404.1
OG0000486	protein_2	WP_012678463.1	WP_165622797.1
OG0000486	protein_3	WP_012678463.1	WP_012678463.1
OG0000487	protein_3	WP_012678479.1	WP_043029379.1
OG0000487	protein_2	WP_012678479.1	WP_115250616.1
OG0000488	protein_2	WP_012678485.1	WP_037580207.1
OG0000488	protein_3	WP_012678485.1	WP_154804116.1
OG0000489	protein_3	WP_012678486.1	WP_154804117.1
OG0000489	protein_2	WP_012678486.1	WP_115250611.1
OG0000490	protein_3	WP_012678498.1	WP_012678498.1
OG0000490	protein_2	WP_012678498.1	WP_012678498.1
OG0000491	protein_2	WP_012678504.1	WP_012678504.1
OG0000491	protein_3	WP_012678504.1	WP_012678504.1
OG0000492	protein_3	WP_012678525.1	WP_043029349.1
OG0000492	protein_2	WP_012678525.1	WP_200831601.1
OG0000493	protein_3	WP_012678526.1	WP_154804134.1
OG0000493	protein_2	WP_012678526.1	WP_115250585.1
OG0000494	protein_3	WP_012678533.1	WP_012514952.1
OG0000494	protein_2	WP_012678533.1	WP_012678533.1
OG0000495	protein_3	WP_012678537.1	WP_012678537.1
OG0000495	protein_2	WP_012678537.1	WP_012678537.1
OG0000496	protein_2	WP_012678547.1	WP_206158965.1
OG0000496	protein_3	WP_012678547.1	WP_037580359.1
OG0000497	protein_3	WP_012678551.1	WP_043052707.1
OG0000497	protein_2	WP_012678551.1	WP_206158963.1
OG0000498	protein_3	WP_012678553.1	WP_012678553.1
OG0000498	protein_2	WP_012678553.1	WP_012678553.1
OG0000499	protein_2	WP_012678556.1	WP_012678556.1
OG0000499	protein_3	WP_012678556.1	WP_012678556.1
OG0000500	protein_2	WP_012678569.1	WP_012678569.1
OG0000500	protein_3	WP_012678569.1	WP_012678569.1
OG0000501	protein_3	WP_012678684.1	WP_012678684.1
OG0000501	protein_2	WP_012678684.1	WP_164437590.1
OG0000502	protein_2	WP_012678700.1	WP_206158794.1
OG0000502	protein_3	WP_012678700.1	WP_012678700.1
OG0000503	protein_2	WP_012678701.1	WP_206158795.1
OG0000503	protein_3	WP_012678701.1	WP_012678701.1
OG0000504	protein_3	WP_012678704.1	WP_111690506.1
OG0000504	protein_2	WP_012678704.1	WP_206158800.1
OG0000505	protein_3	WP_012678712.1	WP_154804285.1
OG0000505	protein_2	WP_012678712.1	WP_012516469.1
OG0000506	protein_3	WP_012678716.1	WP_021321234.1
OG0000506	protein_2	WP_012678716.1	WP_021321234.1
OG0000507	protein_2	WP_012678720.1	WP_111692878.1
OG0000507	protein_3	WP_012678720.1	WP_111678780.1
OG0000508	protein_3	WP_012678721.1	WP_012678721.1
OG0000508	protein_2	WP_012678721.1	WP_012678721.1
OG0000509	protein_3	WP_012678731.1	WP_154804270.1
OG0000509	protein_2	WP_012678731.1	WP_206158830.1
OG0000510	protein_2	WP_012678740.1	WP_115251446.1
OG0000510	protein_3	WP_012678740.1	WP_172954525.1
OG0000511	protein_2	WP_012678748.1	WP_206158847.1
OG0000511	protein_3	WP_012678748.1	WP_012678748.1
OG0000512	protein_3	WP_012678751.1	WP_154804261.1
OG0000512	protein_2	WP_012678751.1	WP_206158850.1
OG0000513	protein_3	WP_012678772.1	WP_012677196.1
OG0000513	protein_2	WP_012678772.1	WP_012678772.1
OG0000514	protein_2	WP_012678783.1	WP_164336748.1
OG0000514	protein_3	WP_012678783.1	WP_154804243.1
OG0000515	protein_2	WP_012678784.1	WP_012514721.1
OG0000515	protein_3	WP_012678784.1	WP_111692081.1
OG0000516	protein_3	WP_012678785.1	WP_111692082.1
OG0000516	protein_2	WP_012678785.1	WP_012514722.1
OG0000517	protein_2	WP_012678801.1	WP_041785193.1
OG0000517	protein_3	WP_012678801.1	WP_043029252.1
OG0000518	protein_2	WP_012678812.1	WP_012514783.1
OG0000518	protein_3	WP_012678812.1	WP_012514783.1
OG0000519	protein_3	WP_012678817.1	WP_154804225.1
OG0000519	protein_2	WP_012678817.1	WP_165627047.1
OG0000520	protein_3	WP_012678826.1	WP_154804219.1
OG0000520	protein_2	WP_012678826.1	WP_206158905.1
OG0000521	protein_2	WP_012678897.1	WP_206158913.1
OG0000521	protein_3	WP_012678897.1	WP_012514807.1
OG0000522	protein_2	WP_012679089.1	WP_012679089.1
OG0000522	protein_3	WP_012679089.1	WP_043052770.1
OG0000523	protein_2	WP_012679132.1	WP_012679132.1
OG0000523	protein_3	WP_012679132.1	WP_012679132.1
OG0000524	protein_2	WP_012679147.1	WP_043029462.1
OG0000524	protein_3	WP_012679147.1	WP_154804052.1
OG0000525	protein_2	WP_012679171.1	WP_012678304.1
OG0000525	protein_3	WP_012679171.1	WP_012679171.1
OG0000526	protein_3	WP_012679240.1	WP_012679240.1
OG0000526	protein_2	WP_012679240.1	WP_206156334.1
OG0000527	protein_3	WP_012679249.1	WP_021320558.1
OG0000527	protein_2	WP_012679249.1	WP_021320558.1
OG0000528	protein_2	WP_012679348.1	WP_012679348.1
OG0000528	protein_3	WP_012679348.1	WP_154803956.1
OG0000529	protein_3	WP_012679350.1	WP_012678159.1
OG0000529	protein_2	WP_012679350.1	WP_012679350.1
OG0000530	protein_2	WP_012679364.1	WP_012678143.1
OG0000530	protein_3	WP_012679364.1	WP_012678143.1
OG0000531	protein_2	WP_012679399.1	WP_206159007.1
OG0000531	protein_3	WP_012679399.1	WP_154803932.1
OG0000532	protein_2	WP_012679435.1	WP_206159033.1
OG0000532	protein_3	WP_012679435.1	WP_154803914.1
OG0000533	protein_2	WP_012679454.1	WP_206159053.1
OG0000533	protein_3	WP_012679454.1	WP_154803881.1
OG0000534	protein_3	WP_012679532.1	WP_012679532.1
OG0000534	protein_2	WP_012679532.1	WP_012677900.1
OG0000535	protein_2	WP_012679665.1	WP_037580927.1
OG0000535	protein_3	WP_012679665.1	WP_154803807.1
OG0000536	protein_3	WP_012679734.1	WP_043030971.1
OG0000536	protein_2	WP_012679734.1	WP_043030971.1
OG0000537	protein_3	WP_012679784.1	WP_154803743.1
OG0000537	protein_2	WP_012679784.1	WP_206152444.1
OG0000538	protein_2	WP_012679789.1	WP_012679789.1
OG0000538	protein_3	WP_012679789.1	WP_043029897.1
OG0000539	protein_3	WP_012679994.1	WP_021321067.1
OG0000539	protein_2	WP_012679994.1	WP_111678381.1
OG0000540	protein_3	WP_012680032.1	WP_154803587.1
OG0000540	protein_2	WP_012680032.1	WP_111678859.1
OG0000541	protein_2	WP_012680143.1	WP_037579540.1
OG0000541	protein_3	WP_012680143.1	WP_043982966.1
OG0000542	protein_2	WP_014622072.1	WP_206158853.1
OG0000542	protein_3	WP_014622072.1	WP_014622072.1
OG0000543	protein_3	WP_014622073.1	WP_154804260.1
OG0000543	protein_2	WP_014622073.1	WP_012677175.1
OG0000544	protein_3	WP_014622076.1	WP_154804259.1
OG0000544	protein_2	WP_014622076.1	WP_043031693.1
OG0000545	protein_2	WP_014622078.1	WP_043053535.1
OG0000545	protein_3	WP_014622078.1	WP_014622078.1
OG0000546	protein_2	WP_014622080.1	WP_012677182.1
OG0000546	protein_3	WP_014622080.1	WP_012677182.1
OG0000547	protein_3	WP_014622081.1	WP_154804256.1
OG0000547	protein_2	WP_014622081.1	WP_206158856.1
OG0000548	protein_3	WP_014622082.1	WP_043026861.1
OG0000548	protein_2	WP_014622082.1	WP_206158857.1
OG0000549	protein_2	WP_014622084.1	WP_165627774.1
OG0000549	protein_3	WP_014622084.1	WP_154804254.1
OG0000550	protein_3	WP_014622085.1	WP_232013901.1
OG0000550	protein_2	WP_014622085.1	WP_249093259.1
OG0000551	protein_2	WP_014622086.1	WP_012514697.1
OG0000551	protein_3	WP_014622086.1	WP_232013967.1
OG0000552	protein_3	WP_014622087.1	WP_154804252.1
OG0000552	protein_2	WP_014622087.1	WP_165628003.1
OG0000553	protein_2	WP_014622088.1	WP_206158860.1
OG0000553	protein_3	WP_014622088.1	WP_154804251.1
OG0000554	protein_2	WP_014622089.1	WP_206158861.1
OG0000554	protein_3	WP_014622089.1	WP_154804250.1
OG0000555	protein_2	WP_014622090.1	WP_206158863.1
OG0000555	protein_3	WP_014622090.1	WP_014622090.1
OG0000556	protein_3	WP_014622091.1	WP_154804249.1
OG0000556	protein_2	WP_014622091.1	WP_206158864.1
OG0000557	protein_3	WP_014622092.1	WP_154804248.1
OG0000557	protein_2	WP_014622092.1	WP_206158865.1
OG0000558	protein_2	WP_014622093.1	WP_206158866.1
OG0000558	protein_3	WP_014622093.1	WP_154804247.1
OG0000559	protein_2	WP_014622094.1	WP_043038324.1
OG0000559	protein_3	WP_014622094.1	WP_043024878.1
OG0000560	protein_3	WP_014622095.1	WP_154804246.1
OG0000560	protein_2	WP_014622095.1	WP_206158867.1
OG0000561	protein_2	WP_014622098.1	WP_206158869.1
OG0000561	protein_3	WP_014622098.1	WP_012514711.1
OG0000562	protein_2	WP_014622099.1	WP_206158870.1
OG0000562	protein_3	WP_014622099.1	WP_043039891.1
OG0000563	protein_2	WP_014622100.1	WP_012514713.1
OG0000563	protein_3	WP_014622100.1	WP_014622100.1
OG0000564	protein_3	WP_014622102.1	WP_043039892.1
OG0000564	protein_2	WP_014622102.1	WP_115251528.1
OG0000565	protein_3	WP_014622103.1	WP_154804245.1
OG0000565	protein_2	WP_014622103.1	WP_111677625.1
OG0000566	protein_2	WP_014622105.1	WP_206158872.1
OG0000566	protein_3	WP_014622105.1	WP_154804244.1
OG0000567	protein_3	WP_014622108.1	WP_154804240.1
OG0000567	protein_2	WP_014622108.1	WP_206158874.1
OG0000568	protein_3	WP_014622109.1	WP_172954524.1
OG0000568	protein_2	WP_014622109.1	WP_206158875.1
OG0000569	protein_3	WP_014622111.1	WP_012514732.1
OG0000569	protein_2	WP_014622111.1	WP_206158877.1
OG0000570	protein_2	WP_014622112.1	WP_002986651.1
OG0000570	protein_3	WP_014622112.1	WP_021320247.1
OG0000571	protein_2	WP_014622113.1	WP_012514745.1
OG0000571	protein_3	WP_014622113.1	WP_012514745.1
OG0000572	protein_2	WP_014622116.1	WP_206158880.1
OG0000572	protein_3	WP_014622116.1	WP_154804237.1
OG0000573	protein_3	WP_014622117.1	WP_154804236.1
OG0000573	protein_2	WP_014622117.1	WP_206158881.1
OG0000574	protein_3	WP_014622118.1	WP_012514755.1
OG0000574	protein_2	WP_014622118.1	WP_206158882.1
OG0000575	protein_3	WP_014622123.1	WP_021320252.1
OG0000575	protein_2	WP_014622123.1	WP_014622123.1
OG0000576	protein_2	WP_014622126.1	WP_206158892.1
OG0000576	protein_3	WP_014622126.1	WP_154804234.1
OG0000577	protein_2	WP_014622127.1	WP_206158893.1
OG0000577	protein_3	WP_014622127.1	WP_172954523.1
OG0000578	protein_2	WP_014622130.1	WP_012514775.1
OG0000578	protein_3	WP_014622130.1	WP_043051863.1
OG0000579	protein_3	WP_014622142.1	WP_014622142.1
OG0000579	protein_2	WP_014622142.1	WP_206158899.1
OG0000580	protein_3	WP_014622144.1	WP_042669824.1
OG0000580	protein_2	WP_014622144.1	WP_012677237.1
OG0000581	protein_2	WP_014622145.1	WP_206152302.1
OG0000581	protein_3	WP_014622145.1	WP_154804226.1
OG0000582	protein_3	WP_014622146.1	WP_043024962.1
OG0000582	protein_2	WP_014622146.1	WP_037580627.1
OG0000583	protein_3	WP_014622147.1, WP_148255834.1	WP_154804224.1
OG0000584	protein_2	WP_014622149.1	WP_115250224.1
OG0000584	protein_3	WP_014622149.1	WP_154804223.1
OG0000585	protein_2	WP_014622150.1	WP_012514792.1
OG0000585	protein_3	WP_014622150.1	WP_012514792.1
OG0000586	protein_2	WP_014622151.1	WP_115250226.1
OG0000586	protein_3	WP_014622151.1	WP_154804221.1
OG0000587	protein_3	WP_014622152.1	WP_154804220.1
OG0000587	protein_2	WP_014622152.1	WP_206158904.1
OG0000588	protein_3	WP_014622154.1	WP_138118663.1
OG0000588	protein_2	WP_014622154.1	WP_206158907.1
OG0000589	protein_2	WP_014622162.1	WP_206158914.1
OG0000589	protein_3	WP_014622162.1	WP_154804216.1
OG0000590	protein_2	WP_014622173.1	WP_115250239.1
OG0000590	protein_3	WP_014622173.1	WP_043983903.1
OG0000591	protein_3	WP_014622174.1	WP_043038404.1
OG0000591	protein_2	WP_014622174.1	WP_206158918.1
OG0000592	protein_3	WP_014622175.1	WP_154804215.1
OG0000592	protein_2	WP_014622175.1	WP_249093273.1
OG0000593	protein_2	WP_014622176.1	WP_012514818.1
OG0000593	protein_3	WP_014622176.1	WP_012514818.1
OG0000594	protein_2	WP_014622177.1	WP_115250240.1
OG0000594	protein_3	WP_014622177.1	WP_154804214.1
OG0000595	protein_3	WP_014622178.1	WP_012514821.1
OG0000595	protein_2	WP_014622178.1	WP_012514821.1
OG0000596	protein_2	WP_014622179.1	WP_115250243.1
OG0000596	protein_3	WP_014622179.1	WP_154804212.1
OG0000597	protein_3	WP_014622180.1	WP_154804211.1
OG0000597	protein_2	WP_014622180.1	WP_115250244.1
OG0000598	protein_3	WP_014622181.1	WP_154804210.1
OG0000598	protein_2	WP_014622181.1	WP_115250245.1
OG0000599	protein_3	WP_014622184.1	WP_042669866.1
OG0000599	protein_2	WP_014622184.1	WP_115250246.1
OG0000600	protein_3	WP_014622186.1	WP_154804205.1
OG0000600	protein_2	WP_014622186.1	WP_115250248.1
OG0000601	protein_2	WP_014622187.1	WP_115250249.1
OG0000601	protein_3	WP_014622187.1	WP_154804204.1
OG0000602	protein_2	WP_014622190.1	WP_115250251.1
OG0000602	protein_3	WP_014622190.1	WP_154804203.1
OG0000603	protein_2	WP_014622191.1	WP_115250252.1
OG0000603	protein_3	WP_014622191.1	WP_154804202.1
OG0000604	protein_2	WP_014622194.1	WP_206158921.1
OG0000604	protein_3	WP_014622194.1	WP_043052666.1
OG0000605	protein_3	WP_014622198.1	WP_154804200.1
OG0000605	protein_2	WP_014622198.1	WP_012677289.1
OG0000606	protein_3	WP_014622206.1	WP_012677293.1
OG0000606	protein_2	WP_014622206.1	WP_164336088.1
OG0000607	protein_3	WP_014622208.1	WP_012678935.1
OG0000607	protein_2	WP_014622208.1	WP_042669878.1
OG0000608	protein_2	WP_014622209.1	WP_206158928.1
OG0000608	protein_3	WP_014622209.1	WP_154804196.1
OG0000609	protein_3	WP_014622210.1	WP_012678937.1
OG0000609	protein_2	WP_014622210.1	WP_043038431.1
OG0000610	protein_3	WP_014622214.1	WP_154804188.1
OG0000610	protein_2	WP_014622214.1	WP_206158933.1
OG0000611	protein_2	WP_014622225.1	WP_206158938.1
OG0000611	protein_3	WP_014622225.1	WP_154804417.1
OG0000612	protein_3	WP_014622227.1	WP_043029307.1
OG0000612	protein_2	WP_014622227.1	WP_206158939.1
OG0000613	protein_2	WP_014622228.1	WP_012514879.1
OG0000613	protein_3	WP_014622228.1	WP_154804183.1
OG0000614	protein_3	WP_014622229.1	WP_138083036.1
OG0000614	protein_2	WP_014622229.1	WP_206158940.1
OG0000615	protein_2	WP_014622230.1	WP_206158941.1
OG0000615	protein_3	WP_014622230.1	WP_154804182.1
OG0000616	protein_3	WP_014622231.1	WP_154804180.1
OG0000616	protein_2	WP_014622231.1	WP_043025106.1
OG0000617	protein_2	WP_014622232.1	WP_115266811.1
OG0000617	protein_3	WP_014622232.1	WP_154803860.1
OG0000618	protein_2	WP_014622233.1	WP_037580461.1
OG0000618	protein_3	WP_014622233.1	WP_154804179.1
OG0000619	protein_2	WP_014622237.1	WP_115250538.1
OG0000619	protein_3	WP_014622237.1	WP_012678595.1
OG0000620	protein_3	WP_014622239.1	WP_154804176.1
OG0000620	protein_2	WP_014622239.1	WP_206158943.1
OG0000621	protein_3	WP_014622240.1	WP_154804174.1
OG0000621	protein_2	WP_014622240.1	WP_165622974.1
OG0000622	protein_2	WP_014622241.1	WP_014622241.1
OG0000622	protein_3	WP_014622241.1	WP_227687772.1
OG0000623	protein_2	WP_014622254.1	WP_206158948.1
OG0000623	protein_3	WP_014622254.1	WP_043038493.1
OG0000624	protein_2	WP_014622256.1	WP_037580416.1
OG0000624	protein_3	WP_014622256.1	WP_154804152.1
OG0000625	protein_3	WP_014622258.1	WP_154804151.1
OG0000625	protein_2	WP_014622258.1	WP_206158955.1
OG0000626	protein_3	WP_014622259.1	WP_154804150.1
OG0000626	protein_2	WP_014622259.1	WP_115250553.1
OG0000627	protein_2	WP_014622260.1	WP_115250554.1
OG0000627	protein_3	WP_014622260.1	WP_154804149.1
OG0000628	protein_3	WP_014622261.1	WP_021320337.1
OG0000628	protein_2	WP_014622261.1	WP_206158956.1
OG0000629	protein_3	WP_014622263.1	WP_014622263.1
OG0000629	protein_2	WP_014622263.1	WP_206158958.1
OG0000630	protein_2	WP_014622264.1	WP_037580397.1
OG0000630	protein_3	WP_014622264.1	WP_014622264.1
OG0000631	protein_3	WP_014622266.1	WP_043029327.1
OG0000631	protein_2	WP_014622266.1	WP_196819829.1
OG0000632	protein_2	WP_014622267.1	WP_206158961.1
OG0000632	protein_3	WP_014622267.1	WP_012678559.1
OG0000633	protein_3	WP_014622269.1	WP_043983846.1
OG0000633	protein_2	WP_014622269.1	WP_014622269.1
OG0000634	protein_3	WP_014622270.1	WP_154804145.1
OG0000634	protein_2	WP_014622270.1	WP_206158962.1
OG0000635	protein_3	WP_014622273.1	WP_014622273.1
OG0000635	protein_2	WP_014622273.1	WP_012678993.1
OG0000636	protein_2	WP_014622275.1	WP_206158964.1
OG0000636	protein_3	WP_014622275.1	WP_012514935.1
OG0000637	protein_2	WP_014622277.1	WP_012678545.1
OG0000637	protein_3	WP_014622277.1	WP_021320347.1
OG0000638	protein_3	WP_014622279.1	WP_154804142.1
OG0000638	protein_2	WP_014622279.1	WP_014622279.1
OG0000639	protein_3	WP_014622280.1	WP_012514943.1
OG0000639	protein_2	WP_014622280.1	WP_206158966.1
OG0000640	protein_2	WP_014622281.1	WP_115250574.1
OG0000640	protein_3	WP_014622281.1	WP_014622281.1
OG0000641	protein_2	WP_014622283.1	WP_043030445.1
OG0000641	protein_3	WP_014622283.1	WP_154804139.1
OG0000642	protein_3	WP_014622284.1	WP_154804138.1
OG0000642	protein_2	WP_014622284.1	WP_115250576.1
OG0000643	protein_2	WP_014622285.1	WP_115250577.1
OG0000643	protein_3	WP_014622285.1	WP_014622285.1
OG0000644	protein_3	WP_014622286.1	WP_042670024.1
OG0000644	protein_2	WP_014622286.1	WP_115250578.1
OG0000645	protein_3	WP_014622290.1	WP_021320358.1
OG0000645	protein_2	WP_014622290.1	WP_206158967.1
OG0000646	protein_3	WP_014622296.1	WP_154804133.1
OG0000646	protein_2	WP_014622296.1	WP_115250588.1
OG0000647	protein_3	WP_014622300.1	WP_111677739.1
OG0000647	protein_2	WP_014622300.1	WP_043038541.1
OG0000648	protein_3	WP_014622301.1	WP_043051934.1
OG0000648	protein_2	WP_014622301.1	WP_115250590.1
OG0000649	protein_3	WP_014622303.1	WP_012678516.1
OG0000649	protein_2	WP_014622303.1	WP_012678516.1
OG0000650	protein_3	WP_014622304.1	WP_154804132.1
OG0000650	protein_2	WP_014622304.1	WP_043025192.1
OG0000651	protein_3	WP_014622307.1	WP_111710296.1
OG0000651	protein_2	WP_014622307.1	WP_115250592.1
OG0000652	protein_3	WP_014622311.1	WP_154804130.1
OG0000652	protein_2	WP_014622311.1	WP_115250595.1
OG0000653	protein_2	WP_014622313.1	WP_115250596.1
OG0000653	protein_3	WP_014622313.1	WP_154804129.1
OG0000654	protein_2	WP_014622317.1	WP_115250600.1
OG0000654	protein_3	WP_014622317.1	WP_154804126.1
OG0000655	protein_2	WP_014622324.1	WP_014622324.1
OG0000655	protein_3	WP_014622324.1	WP_154804124.1
OG0000656	protein_2	WP_014622325.1	WP_115250601.1
OG0000656	protein_3	WP_014622325.1	WP_154804123.1
OG0000657	protein_3	WP_014622330.1	WP_111692197.1
OG0000657	protein_2	WP_014622330.1	WP_115250605.1
OG0000658	protein_3	WP_014622331.1	WP_111692198.1
OG0000658	protein_2	WP_014622331.1	WP_115250606.1
OG0000659	protein_3	WP_014622332.1	WP_154804120.1
OG0000659	protein_2	WP_014622332.1	WP_206158970.1
OG0000660	protein_2	WP_014622335.1	WP_115250612.1
OG0000660	protein_3	WP_014622335.1	WP_154804115.1
OG0000661	protein_3	WP_014622340.1	WP_154804112.1
OG0000661	protein_2	WP_014622340.1	WP_115250617.1
OG0000662	protein_2	WP_014622341.1	WP_115250618.1
OG0000662	protein_3	WP_014622341.1	WP_138118794.1
OG0000663	protein_3	WP_014622342.1	WP_138118796.1
OG0000663	protein_2	WP_014622342.1	WP_115250619.1
OG0000664	protein_2	WP_014622346.1	WP_012678470.1
OG0000664	protein_3	WP_014622346.1	WP_012678470.1
OG0000665	protein_3	WP_014622348.1	WP_154804108.1
OG0000665	protein_2	WP_014622348.1	WP_037580165.1
OG0000666	protein_3	WP_014622350.1	WP_043040133.1
OG0000666	protein_2	WP_014622350.1	WP_206156410.1
OG0000667	protein_3	WP_014622351.1	WP_014622351.1
OG0000667	protein_2	WP_014622351.1	WP_043052757.1
OG0000668	protein_2	WP_014622352.1	WP_206158972.1
OG0000668	protein_3	WP_014622352.1	WP_154804106.1
OG0000669	protein_2	WP_014622353.1	WP_206156408.1
OG0000669	protein_3	WP_014622353.1	WP_012678462.1
OG0000670	protein_2	WP_014622354.1	WP_014622354.1
OG0000670	protein_3	WP_014622354.1	WP_012678461.1
OG0000671	protein_3	WP_014622356.1	WP_014622356.1
OG0000671	protein_2	WP_014622356.1	WP_014622356.1
OG0000672	protein_2	WP_014622357.1	WP_043040136.1
OG0000672	protein_3	WP_014622357.1	WP_154804105.1
OG0000673	protein_3	WP_014622359.1	WP_041785294.1
OG0000673	protein_2	WP_014622359.1	WP_041785294.1
OG0000674	protein_3	WP_014622360.1	WP_012679076.1
OG0000674	protein_2	WP_014622360.1	WP_206156403.1
OG0000675	protein_3	WP_014622362.1	WP_014622362.1
OG0000675	protein_2	WP_014622362.1	WP_012515055.1
OG0000676	protein_2	WP_014622363.1	WP_012678450.1
OG0000676	protein_3	WP_014622363.1	WP_043040138.1
OG0000677	protein_3	WP_014622364.1	WP_014622364.1
OG0000677	protein_2	WP_014622364.1	WP_206156401.1
OG0000678	protein_3	WP_014622365.1	WP_043040141.1
OG0000678	protein_2	WP_014622365.1	WP_159334817.1
OG0000679	protein_3	WP_014622366.1	WP_012678446.1
